@relation action1

@attribute need1 numeric
@attribute need2 numeric
@attribute need3 numeric
@attribute happiness numeric
@attribute day numeric
@attribute hour numeric
@attribute reward numeric

@data
9,13,13,0,0,10,50
11,15,11,0,0,12,50
12,16,12,0,0,15,50
12,16,16,0,0,19,50
13,17,17,0,0,22,50
14,18,18,0,1,1,50
15,19,19,0,1,4,50
15,19,19,10,1,8,50
15,19,19,20,1,12,50
16,20,20,20,1,15,50
16,20,20,30,1,19,50
17,21,21,30,1,22,50
5,8,6,0,0,1,60
6,9,7,0,0,4,60
7,10,8,0,0,7,60
8,11,9,0,0,10,60
9,12,10,0,0,13,60
10,13,11,0,0,16,60
11,14,12,0,0,19,60
12,15,13,0,0,22,60
10,13,15,20,1,4,60
11,14,16,20,1,7,60
11,14,16,30,1,11,60
11,14,16,40,1,15,60
12,15,17,40,1,18,60
12,15,17,50,1,22,60
5,8,7,0,0,2,60
6,9,8,0,0,5,60
7,10,9,0,0,8,60
8,11,10,0,0,11,60
9,12,11,0,0,14,60
10,13,12,0,0,17,60
11,14,13,0,0,20,60
12,15,14,0,0,23,60
12,15,14,10,1,3,60
12,15,14,20,1,7,60
12,15,14,30,1,11,60
12,15,14,40,1,15,60
13,16,15,40,1,18,60
13,16,15,50,1,22,60
7,12,10,0,0,2,40
9,10,12,0,0,4,40
10,11,13,0,0,7,40
11,12,14,0,0,10,40
12,13,15,0,0,13,40
13,14,16,0,0,16,40
14,15,17,0,0,19,40
15,16,18,0,0,22,40
15,20,18,0,1,2,40
16,21,19,0,1,5,40
16,21,19,10,1,9,40
17,22,20,10,1,12,40
17,22,20,20,1,16,40
18,23,21,20,1,19,40
18,23,21,30,1,23,40
10,10,11,0,0,1,30
10,14,11,0,0,5,30
11,15,12,0,0,8,30
12,16,13,0,0,11,30
13,17,14,0,0,14,30
14,18,15,0,0,17,30
15,19,16,0,0,20,30
16,20,17,0,0,23,30
16,20,21,0,1,3,30
17,21,22,0,1,6,30
18,22,23,0,1,9,30
19,23,24,0,1,12,30
19,23,24,10,1,16,30
19,23,24,20,1,20,30
20,24,25,20,1,23,30
7,9,10,0,0,3,50
8,10,11,0,0,6,50
9,11,12,0,0,9,50
10,12,13,0,0,12,50
11,13,14,0,0,15,50
12,14,15,0,0,18,50
13,15,16,0,0,21,50
14,16,17,0,1,0,50
14,16,17,10,1,4,50
15,17,18,10,1,7,50
15,17,18,20,1,11,50
15,17,18,30,1,15,50
15,17,18,40,1,19,50
16,18,19,40,1,22,50
10,12,11,0,0,2,40
11,13,12,0,0,5,40
12,14,13,0,0,8,40
13,15,14,0,0,11,40
14,16,15,0,0,14,40
15,17,16,0,0,17,40
16,18,17,0,0,20,40
17,19,18,0,0,23,40
17,19,22,0,1,3,40
18,20,23,0,1,6,40
19,21,24,0,1,9,40
19,21,24,10,1,13,40
19,21,24,20,1,17,40
20,22,25,20,1,20,40
5,7,9,0,0,1,60
7,9,7,0,0,3,60
8,10,8,0,0,6,60
9,11,9,0,0,9,60
9,11,13,0,0,13,60
10,12,14,0,0,16,60
11,13,15,0,0,19,60
12,14,16,0,0,22,60
13,15,17,0,1,1,60
13,15,17,10,1,5,60
13,15,17,20,1,9,60
13,15,17,30,1,13,60
14,16,18,30,1,16,60
14,16,18,40,1,20,60
4,5,13,0,0,1,60
6,7,11,0,0,3,60
8,9,9,0,0,5,60
9,10,10,0,0,8,60
10,11,11,0,0,11,60
11,12,12,0,0,14,60
12,13,13,0,0,17,60
13,14,14,0,0,20,60
14,15,15,0,0,23,60
11,16,16,20,1,6,60
11,16,16,30,1,10,60
12,17,17,30,1,13,60
12,17,17,40,1,17,60
13,18,18,40,1,20,60
8,8,10,0,0,2,40
8,12,10,0,0,6,40
9,13,11,0,0,9,40
10,14,12,0,0,12,40
11,15,13,0,0,15,40
12,16,14,0,0,18,40
13,17,15,0,0,21,40
14,18,16,0,1,0,40
15,19,17,0,1,3,40
15,19,17,10,1,7,40
16,20,18,10,1,10,40
16,20,18,20,1,14,40
16,20,18,30,1,18,40
17,21,19,30,1,21,40
9,13,11,0,0,5,40
10,14,12,0,0,8,40
11,15,13,0,0,11,40
12,16,14,0,0,14,40
13,17,15,0,0,17,40
14,18,16,0,0,20,40
15,19,17,0,0,23,40
16,20,18,0,1,2,40
17,21,19,0,1,5,40
18,22,20,0,1,8,40
18,22,20,10,1,12,40
18,22,20,20,1,16,40
19,23,21,20,1,19,40
19,23,21,30,1,23,40
7,10,9,0,0,2,50
8,11,10,0,0,5,50
9,12,11,0,0,8,50
10,13,12,0,0,11,50
11,14,13,0,0,14,50
12,15,14,0,0,17,50
13,16,15,0,0,20,50
14,17,16,0,0,23,50
15,18,17,0,1,2,50
15,18,17,10,1,6,50
15,18,17,20,1,10,50
16,19,18,20,1,13,50
16,19,18,30,1,17,50
16,19,18,40,1,21,50
8,8,10,0,0,4,50
8,12,10,0,0,8,50
9,13,11,0,0,11,50
10,14,12,0,0,14,50
11,15,13,0,0,17,50
12,16,14,0,0,20,50
13,17,15,0,0,23,50
14,18,16,0,1,2,50
14,18,16,10,1,6,50
15,19,17,10,1,9,50
15,19,17,20,1,13,50
15,19,17,30,1,17,50
15,19,17,40,1,21,50
11,12,12,0,0,2,30
12,13,13,0,0,5,30
13,14,14,0,0,8,30
14,15,15,0,0,11,30
15,16,16,0,0,14,30
16,17,17,0,0,17,30
17,18,18,0,0,20,30
18,19,19,0,0,23,30
17,22,22,0,1,4,30
18,23,23,0,1,7,30
19,24,24,0,1,10,30
19,24,24,10,1,14,30
20,25,25,10,1,17,30
20,25,25,20,1,21,30
9,10,13,0,0,3,40
10,11,14,0,0,6,40
11,12,15,0,0,9,40
12,13,16,0,0,12,40
13,14,17,0,0,15,40
14,15,18,0,0,18,40
15,16,19,0,0,21,40
15,20,19,0,1,1,40
16,21,20,0,1,4,40
17,22,21,0,1,7,40
18,23,22,0,1,10,40
18,23,22,10,1,14,40
18,23,22,20,1,18,40
19,24,23,20,1,21,40
7,8,11,0,0,6,60
8,9,12,0,0,9,60
9,10,13,0,0,12,60
10,11,14,0,0,15,60
11,12,15,0,0,18,60
12,13,16,0,0,21,60
11,16,15,10,1,2,60
12,17,16,10,1,5,60
12,17,16,20,1,9,60
12,17,16,30,1,13,60
13,18,17,30,1,16,60
13,18,17,40,1,20,60
6,9,8,0,0,2,50
7,10,9,0,0,5,50
8,11,10,0,0,8,50
9,12,11,0,0,11,50
10,13,12,0,0,14,50
11,14,13,0,0,17,50
12,15,14,0,0,20,50
13,16,15,0,0,23,50
13,16,15,10,1,3,50
13,16,15,20,1,7,50
14,17,16,20,1,10,50
14,17,16,30,1,14,50
14,17,16,40,1,18,50
15,18,17,40,1,21,50
10,13,13,0,0,3,30
11,14,14,0,0,6,30
12,15,15,0,0,9,30
13,16,16,0,0,12,30
14,17,17,0,0,15,30
15,18,18,0,0,18,30
16,19,19,0,0,21,30
17,20,20,0,1,0,30
18,21,21,0,1,3,30
19,22,22,0,1,6,30
20,23,23,0,1,9,30
21,24,24,0,1,12,30
21,24,24,10,1,16,30
21,24,24,20,1,20,30
22,25,25,20,1,23,30
5,6,11,0,0,1,60
7,8,9,0,0,3,60
8,9,10,0,0,6,60
9,10,11,0,0,9,60
10,11,12,0,0,12,60
11,12,13,0,0,15,60
12,13,14,0,0,18,60
13,14,15,0,0,21,60
12,17,14,10,1,2,60
12,17,14,20,1,6,60
13,18,15,20,1,9,60
13,18,15,30,1,13,60
13,18,15,40,1,17,60
14,19,16,40,1,20,60
7,12,7,0,0,2,50
8,9,12,0,0,5,50
9,10,13,0,0,8,50
10,11,14,0,0,11,50
11,12,15,0,0,14,50
12,13,16,0,0,17,50
13,14,17,0,0,20,50
14,15,18,0,0,23,50
14,19,18,0,1,3,50
14,19,18,10,1,7,50
15,20,19,10,1,10,50
15,20,19,20,1,14,50
15,20,19,30,1,18,50
16,21,20,30,1,21,50
6,9,9,0,0,2,50
7,10,10,0,0,5,50
8,11,11,0,0,8,50
9,12,12,0,0,11,50
10,13,13,0,0,14,50
11,14,14,0,0,17,50
12,15,15,0,0,20,50
13,16,16,0,0,23,50
14,17,17,0,1,2,50
14,17,17,10,1,6,50
14,17,17,20,1,10,50
15,18,18,20,1,13,50
15,18,18,30,1,17,50
15,18,18,40,1,21,50
5,10,13,0,0,1,40
8,9,12,0,0,2,40
9,10,13,0,0,5,40
10,11,14,0,0,8,40
11,12,15,0,0,11,40
12,13,16,0,0,14,40
13,14,17,0,0,17,40
14,15,18,0,0,20,40
15,16,19,0,0,23,40
15,20,19,0,1,3,40
16,21,20,0,1,6,40
16,21,20,10,1,10,40
17,22,21,10,1,13,40
17,22,21,20,1,17,40
17,22,21,30,1,21,40
8,11,11,0,0,6,40
9,12,12,0,0,9,40
10,13,13,0,0,12,40
11,14,14,0,0,15,40
12,15,15,0,0,18,40
13,16,16,0,0,21,40
14,17,17,0,1,0,40
15,18,18,0,1,3,40
15,18,18,10,1,7,40
16,19,19,10,1,10,40
16,19,19,20,1,14,40
16,19,19,30,1,18,40
16,19,19,40,1,22,40
9,11,13,0,0,3,40
10,12,14,0,0,6,40
11,13,15,0,0,9,40
12,14,16,0,0,12,40
13,15,17,0,0,15,40
14,16,18,0,0,18,40
15,17,19,0,0,21,40
16,18,20,0,1,0,40
17,19,21,0,1,3,40
18,20,22,0,1,6,40
19,21,23,0,1,9,40
19,21,23,10,1,13,40
19,21,23,20,1,17,40
20,22,24,20,1,20,40
6,10,9,0,0,2,50
8,8,11,0,0,4,50
8,12,11,0,0,8,50
9,13,12,0,0,11,50
10,14,13,0,0,14,50
11,15,14,0,0,17,50
12,16,15,0,0,20,50
13,17,16,0,0,23,50
14,18,17,0,1,2,50
15,19,18,0,1,5,50
15,19,18,10,1,9,50
15,19,18,20,1,13,50
16,20,19,20,1,16,50
16,20,19,30,1,20,50
9,11,12,0,0,5,50
10,12,13,0,0,8,50
11,13,14,0,0,11,50
12,14,15,0,0,14,50
13,15,16,0,0,17,50
14,16,17,0,0,20,50
15,17,18,0,0,23,50
16,18,19,0,1,2,50
17,19,20,0,1,5,50
17,19,20,10,1,9,50
17,19,20,20,1,13,50
18,20,21,20,1,16,50
18,20,21,30,1,20,50
6,12,8,0,0,1,40
8,10,10,0,0,3,40
9,11,11,0,0,6,40
10,12,12,0,0,9,40
11,13,13,0,0,12,40
12,14,14,0,0,15,40
13,15,15,0,0,18,40
14,16,16,0,0,21,40
15,17,17,0,1,0,40
15,17,17,10,1,4,40
16,18,18,10,1,7,40
16,18,18,20,1,11,40
16,18,18,30,1,15,40
16,18,18,40,1,19,40
17,19,19,40,1,22,40
5,7,7,0,0,2,70
6,8,8,0,0,5,70
7,9,9,0,0,8,70
8,10,10,0,0,11,70
9,11,11,0,0,14,70
10,12,12,0,0,17,70
11,13,13,0,0,20,70
12,14,14,0,0,23,70
11,13,13,20,1,4,70
11,13,13,30,1,8,70
11,13,13,40,1,12,70
12,14,14,40,1,15,70
12,14,14,50,1,19,70
12,14,14,60,1,23,70
9,12,10,0,0,2,40
10,13,11,0,0,5,40
11,14,12,0,0,8,40
12,15,13,0,0,11,40
13,16,14,0,0,14,40
14,17,15,0,0,17,40
15,18,16,0,0,20,40
16,19,17,0,0,23,40
16,19,21,0,1,3,40
17,20,22,0,1,6,40
18,21,23,0,1,9,40
18,21,23,10,1,13,40
18,21,23,20,1,17,40
19,22,24,20,1,20,40
9,10,10,0,0,3,50
10,11,11,0,0,6,50
11,12,12,0,0,9,50
12,13,13,0,0,12,50
13,14,14,0,0,15,50
14,15,15,0,0,18,50
15,16,16,0,0,21,50
14,19,19,0,1,2,50
14,19,19,10,1,6,50
14,19,19,20,1,10,50
15,20,20,20,1,13,50
15,20,20,30,1,17,50
16,21,21,30,1,20,50
10,13,13,0,0,1,30
11,14,14,0,0,4,30
12,15,15,0,0,7,30
13,16,16,0,0,10,30
14,17,17,0,0,13,30
15,18,18,0,0,16,30
16,19,19,0,0,19,30
17,20,20,0,0,22,30
18,21,21,0,1,1,30
19,22,22,0,1,4,30
20,23,23,0,1,7,30
21,24,24,0,1,10,30
22,25,25,0,1,13,30
22,25,25,10,1,17,30
23,26,26,10,1,20,30
10,11,14,0,0,4,40
11,12,15,0,0,7,40
12,13,16,0,0,10,40
13,14,17,0,0,13,40
14,15,18,0,0,16,40
15,16,19,0,0,19,40
16,17,20,0,0,22,40
16,21,20,0,1,2,40
17,22,21,0,1,5,40
18,23,22,0,1,8,40
19,24,23,0,1,11,40
19,24,23,10,1,15,40
20,25,24,10,1,18,40
20,25,24,20,1,22,40
9,11,11,0,0,3,40
10,12,12,0,0,6,40
11,13,13,0,0,9,40
12,14,14,0,0,12,40
13,15,15,0,0,15,40
14,16,16,0,0,18,40
15,17,17,0,0,21,40
16,18,18,0,1,0,40
17,19,19,0,1,3,40
17,19,19,10,1,7,40
18,20,20,10,1,10,40
18,20,20,20,1,14,40
18,20,20,30,1,18,40
18,20,20,40,1,22,40
8,11,8,0,0,2,40
9,12,9,0,0,5,40
10,13,10,0,0,8,40
10,13,14,0,0,12,40
11,14,15,0,0,15,40
12,15,16,0,0,18,40
13,16,17,0,0,21,40
14,17,18,0,1,0,40
15,18,19,0,1,3,40
16,19,20,0,1,6,40
16,19,20,10,1,10,40
17,20,21,10,1,13,40
17,20,21,20,1,17,40
17,20,21,30,1,21,40
6,8,12,0,0,2,60
8,10,10,0,0,4,60
9,11,11,0,0,7,60
10,12,12,0,0,10,60
11,13,13,0,0,13,60
12,14,14,0,0,16,60
13,15,15,0,0,19,60
14,16,16,0,0,22,60
15,17,17,0,1,1,60
15,17,17,10,1,5,60
15,17,17,20,1,9,60
15,17,17,30,1,13,60
16,18,18,30,1,16,60
16,18,18,40,1,20,60
4,6,7,0,0,3,70
5,7,8,0,0,6,70
6,8,9,0,0,9,70
7,9,10,0,0,12,70
8,10,11,0,0,15,70
9,11,12,0,0,18,70
10,12,13,0,0,21,70
9,11,12,20,1,2,70
9,11,12,30,1,6,70
10,12,13,30,1,9,70
10,12,13,40,1,13,70
10,12,13,50,1,17,70
10,12,13,60,1,21,70
10,11,11,0,0,3,40
11,12,12,0,0,6,40
12,13,13,0,0,9,40
13,14,14,0,0,12,40
14,15,15,0,0,15,40
15,16,16,0,0,18,40
16,17,17,0,0,21,40
15,20,20,0,1,2,40
16,21,21,0,1,5,40
16,21,21,10,1,9,40
17,22,22,10,1,12,40
17,22,22,20,1,16,40
17,22,22,30,1,20,40
18,23,23,30,1,23,40
8,11,10,0,0,1,40
9,12,11,0,0,4,40
10,13,12,0,0,7,40
11,14,13,0,0,10,40
12,15,14,0,0,13,40
13,16,15,0,0,16,40
14,17,16,0,0,19,40
15,18,17,0,0,22,40
16,19,18,0,1,1,40
17,20,19,0,1,4,40
18,21,20,0,1,7,40
18,21,20,10,1,11,40
18,21,20,20,1,15,40
18,21,20,30,1,19,40
19,22,21,30,1,22,40
4,9,8,0,0,1,60
7,8,7,0,0,2,60
7,8,11,0,0,6,60
8,9,12,0,0,9,60
9,10,13,0,0,12,60
10,11,14,0,0,15,60
11,12,15,0,0,18,60
12,13,16,0,0,21,60
11,16,15,10,1,2,60
12,17,16,10,1,5,60
12,17,16,20,1,9,60
12,17,16,30,1,13,60
13,18,17,30,1,16,60
13,18,17,40,1,20,60
8,12,11,0,0,1,30
9,13,12,0,0,4,30
10,14,13,0,0,7,30
11,15,14,0,0,10,30
12,16,15,0,0,13,30
13,17,16,0,0,16,30
14,18,17,0,0,19,30
15,19,18,0,0,22,30
16,20,19,0,1,1,30
17,21,20,0,1,4,30
18,22,21,0,1,7,30
19,23,22,0,1,10,30
20,24,23,0,1,13,30
20,24,23,10,1,17,30
20,24,23,20,1,21,30
8,8,10,0,0,2,40
8,12,10,0,0,6,40
9,13,11,0,0,9,40
10,14,12,0,0,12,40
11,15,13,0,0,15,40
12,16,14,0,0,18,40
13,17,15,0,0,21,40
14,18,16,0,1,0,40
15,19,17,0,1,3,40
15,19,17,10,1,7,40
16,20,18,10,1,10,40
16,20,18,20,1,14,40
16,20,18,30,1,18,40
17,21,19,30,1,21,40
7,13,8,0,0,1,40
9,11,10,0,0,3,40
10,12,11,0,0,6,40
11,13,12,0,0,9,40
12,14,13,0,0,12,40
13,15,14,0,0,15,40
14,16,15,0,0,18,40
15,17,16,0,0,21,40
15,17,20,0,1,1,40
16,18,21,0,1,4,40
16,18,21,10,1,8,40
16,18,21,20,1,12,40
17,19,22,20,1,15,40
17,19,22,30,1,19,40
17,19,22,40,1,23,40
9,10,10,0,0,3,50
10,11,11,0,0,6,50
11,12,12,0,0,9,50
12,13,13,0,0,12,50
13,14,14,0,0,15,50
14,15,15,0,0,18,50
15,16,16,0,0,21,50
14,19,19,0,1,2,50
14,19,19,10,1,6,50
14,19,19,20,1,10,50
15,20,20,20,1,13,50
15,20,20,30,1,17,50
16,21,21,30,1,20,50
11,14,12,0,0,2,30
12,15,13,0,0,5,30
13,16,14,0,0,8,30
14,17,15,0,0,11,30
15,18,16,0,0,14,30
16,19,17,0,0,17,30
17,20,18,0,0,20,30
18,21,19,0,0,23,30
18,21,23,0,1,3,30
19,22,24,0,1,6,30
20,23,25,0,1,9,30
21,24,26,0,1,12,30
22,25,27,0,1,15,30
22,25,27,10,1,19,30
22,25,27,20,1,23,30
10,11,13,0,0,2,30
11,12,14,0,0,5,30
12,13,15,0,0,8,30
13,14,16,0,0,11,30
14,15,17,0,0,14,30
15,16,18,0,0,17,30
16,17,19,0,0,20,30
17,18,20,0,0,23,30
17,22,20,0,1,3,30
18,23,21,0,1,6,30
19,24,22,0,1,9,30
20,25,23,0,1,12,30
20,25,23,10,1,16,30
21,26,24,10,1,19,30
21,26,24,20,1,23,30
4,8,12,0,0,1,50
7,7,11,0,0,2,50
7,11,11,0,0,6,50
8,12,12,0,0,9,50
10,14,10,0,0,11,50
11,15,11,0,0,14,50
12,16,12,0,0,17,50
12,16,16,0,0,21,50
13,17,17,0,1,0,50
13,17,17,10,1,4,50
14,18,18,10,1,7,50
14,18,18,20,1,11,50
14,18,18,30,1,15,50
15,19,19,30,1,18,50
15,19,19,40,1,22,50
6,12,9,0,0,1,40
8,10,11,0,0,3,40
9,11,12,0,0,6,40
10,12,13,0,0,9,40
11,13,14,0,0,12,40
12,14,15,0,0,15,40
13,15,16,0,0,18,40
14,16,17,0,0,21,40
15,17,18,0,1,0,40
16,18,19,0,1,3,40
16,18,19,10,1,7,40
17,19,20,10,1,10,40
17,19,20,20,1,14,40
17,19,20,30,1,18,40
17,19,20,40,1,22,40
10,11,11,0,0,4,40
11,12,12,0,0,7,40
12,13,13,0,0,10,40
13,14,14,0,0,13,40
14,15,15,0,0,16,40
15,16,16,0,0,19,40
16,17,17,0,0,22,40
15,20,20,0,1,3,40
15,20,20,10,1,7,40
16,21,21,10,1,10,40
16,21,21,20,1,14,40
17,22,22,20,1,17,40
17,22,22,30,1,21,40
8,10,8,0,0,2,50
9,11,9,0,0,5,50
9,11,13,0,0,9,50
10,12,14,0,0,12,50
11,13,15,0,0,15,50
12,14,16,0,0,18,50
13,15,17,0,0,21,50
14,16,18,0,1,0,50
15,17,19,0,1,3,50
15,17,19,10,1,7,50
16,18,20,10,1,10,50
16,18,20,20,1,14,50
16,18,20,30,1,18,50
16,18,20,40,1,22,50
10,13,14,0,0,4,30
11,14,15,0,0,7,30
12,15,16,0,0,10,30
13,16,17,0,0,13,30
14,17,18,0,0,16,30
15,18,19,0,0,19,30
16,19,20,0,0,22,30
17,20,21,0,1,1,30
18,21,22,0,1,4,30
19,22,23,0,1,7,30
20,23,24,0,1,10,30
21,24,25,0,1,13,30
21,24,25,10,1,17,30
22,25,26,10,1,20,30
7,8,7,0,0,2,60
7,8,11,0,0,6,60
8,9,12,0,0,9,60
9,10,13,0,0,12,60
10,11,14,0,0,15,60
11,12,15,0,0,18,60
12,13,16,0,0,21,60
11,16,15,10,1,2,60
12,17,16,10,1,5,60
12,17,16,20,1,9,60
12,17,16,30,1,13,60
13,18,17,30,1,16,60
13,18,17,40,1,20,60
5,12,8,0,0,1,40
7,10,10,0,0,3,40
8,11,11,0,0,6,40
9,12,12,0,0,9,40
10,13,13,0,0,12,40
11,14,14,0,0,15,40
12,15,15,0,0,18,40
13,16,16,0,0,21,40
14,17,17,0,1,0,40
15,18,18,0,1,3,40
15,18,18,10,1,7,40
16,19,19,10,1,10,40
16,19,19,20,1,14,40
16,19,19,30,1,18,40
16,19,19,40,1,22,40
8,11,9,0,0,3,50
9,12,10,0,0,6,50
10,13,11,0,0,9,50
11,14,12,0,0,12,50
12,15,13,0,0,15,50
13,16,14,0,0,18,50
14,17,15,0,0,21,50
14,17,19,0,1,1,50
15,18,20,0,1,4,50
15,18,20,10,1,8,50
15,18,20,20,1,12,50
16,19,21,20,1,15,50
16,19,21,30,1,19,50
16,19,21,40,1,23,50
9,10,13,0,0,5,40
10,11,14,0,0,8,40
11,12,15,0,0,11,40
12,13,16,0,0,14,40
13,14,17,0,0,17,40
14,15,18,0,0,20,40
15,16,19,0,0,23,40
15,20,19,0,1,3,40
16,21,20,0,1,6,40
16,21,20,10,1,10,40
17,22,21,10,1,13,40
17,22,21,20,1,17,40
17,22,21,30,1,21,40
7,8,7,0,0,2,60
7,8,11,0,0,6,60
8,9,12,0,0,9,60
9,10,13,0,0,12,60
10,11,14,0,0,15,60
11,12,15,0,0,18,60
12,13,16,0,0,21,60
11,16,15,10,1,2,60
12,17,16,10,1,5,60
12,17,16,20,1,9,60
12,17,16,30,1,13,60
13,18,17,30,1,16,60
13,18,17,40,1,20,60
4,11,13,0,0,1,40
7,10,12,0,0,2,40
9,12,10,0,0,4,40
10,13,11,0,0,7,40
11,14,12,0,0,10,40
12,15,13,0,0,13,40
13,16,14,0,0,16,40
14,17,15,0,0,19,40
15,18,16,0,0,22,40
15,18,20,0,1,2,40
16,19,21,0,1,5,40
16,19,21,10,1,9,40
17,20,22,10,1,12,40
17,20,22,20,1,16,40
17,20,22,30,1,20,40
18,21,23,30,1,23,40
9,10,12,0,0,3,40
10,11,13,0,0,6,40
11,12,14,0,0,9,40
12,13,15,0,0,12,40
13,14,16,0,0,15,40
14,15,17,0,0,18,40
15,16,18,0,0,21,40
15,20,18,0,1,1,40
16,21,19,0,1,4,40
17,22,20,0,1,7,40
17,22,20,10,1,11,40
18,23,21,10,1,14,40
18,23,21,20,1,18,40
19,24,22,20,1,21,40
7,11,8,0,0,1,40
9,9,10,0,0,3,40
9,13,10,0,0,7,40
10,14,11,0,0,10,40
11,15,12,0,0,13,40
12,16,13,0,0,16,40
13,17,14,0,0,19,40
14,18,15,0,0,22,40
14,18,19,0,1,2,40
15,19,20,0,1,5,40
15,19,20,10,1,9,40
16,20,21,10,1,12,40
16,20,21,20,1,16,40
16,20,21,30,1,20,40
17,21,22,30,1,23,40
5,8,9,0,0,2,50
7,10,7,0,0,4,50
8,11,8,0,0,7,50
9,12,9,0,0,10,50
10,13,10,0,0,13,50
10,13,14,0,0,17,50
11,14,15,0,0,20,50
12,15,16,0,0,23,50
13,16,17,0,1,2,50
13,16,17,10,1,6,50
13,16,17,20,1,10,50
14,17,18,20,1,13,50
14,17,18,30,1,17,50
14,17,18,40,1,21,50
9,13,13,0,0,1,30
10,14,14,0,0,4,30
11,15,15,0,0,7,30
12,16,16,0,0,10,30
13,17,17,0,0,13,30
14,18,18,0,0,16,30
15,19,19,0,0,19,30
16,20,20,0,0,22,30
17,21,21,0,1,1,30
18,22,22,0,1,4,30
19,23,23,0,1,7,30
20,24,24,0,1,10,30
21,25,25,0,1,13,30
21,25,25,10,1,17,30
22,26,26,10,1,20,30
9,10,12,0,0,5,40
10,11,13,0,0,8,40
11,12,14,0,0,11,40
12,13,15,0,0,14,40
13,14,16,0,0,17,40
14,15,17,0,0,20,40
15,16,18,0,0,23,40
15,20,18,0,1,3,40
16,21,19,0,1,6,40
16,21,19,10,1,10,40
16,21,19,20,1,14,40
17,22,20,20,1,17,40
17,22,20,30,1,21,40
7,10,10,0,0,2,50
8,11,11,0,0,5,50
9,12,12,0,0,8,50
10,13,13,0,0,11,50
11,14,14,0,0,14,50
12,15,15,0,0,17,50
13,16,16,0,0,20,50
14,17,17,0,0,23,50
15,18,18,0,1,2,50
16,19,19,0,1,5,50
16,19,19,10,1,9,50
16,19,19,20,1,13,50
17,20,20,20,1,16,50
17,20,20,30,1,20,50
8,8,9,0,0,2,50
9,9,10,0,0,5,50
9,13,10,0,0,9,50
10,14,11,0,0,12,50
11,15,12,0,0,15,50
12,16,13,0,0,18,50
13,17,14,0,0,21,50
13,17,18,0,1,1,50
13,17,18,10,1,5,50
14,18,19,10,1,8,50
14,18,19,20,1,12,50
15,19,20,20,1,15,50
15,19,20,30,1,19,50
15,19,20,40,1,23,50
6,6,9,0,0,1,50
7,7,10,0,0,4,50
7,11,10,0,0,8,50
8,12,11,0,0,11,50
9,13,12,0,0,14,50
10,14,13,0,0,17,50
11,15,14,0,0,20,50
12,16,15,0,0,23,50
13,17,16,0,1,2,50
13,17,16,10,1,6,50
13,17,16,20,1,10,50
14,18,17,20,1,13,50
14,18,17,30,1,17,50
14,18,17,40,1,21,50
8,10,11,0,0,6,50
9,11,12,0,0,9,50
10,12,13,0,0,12,50
11,13,14,0,0,15,50
12,14,15,0,0,18,50
13,15,16,0,0,21,50
14,16,17,0,1,0,50
14,16,17,10,1,4,50
15,17,18,10,1,7,50
15,17,18,20,1,11,50
15,17,18,30,1,15,50
15,17,18,40,1,19,50
16,18,19,40,1,22,50
5,5,12,0,0,1,50
7,7,10,0,0,3,50
7,11,10,0,0,7,50
8,12,11,0,0,10,50
9,13,12,0,0,13,50
10,14,13,0,0,16,50
11,15,14,0,0,19,50
12,16,15,0,0,22,50
13,17,16,0,1,1,50
14,18,17,0,1,4,50
14,18,17,10,1,8,50
14,18,17,20,1,12,50
15,19,18,20,1,15,50
15,19,18,30,1,19,50
15,19,18,40,1,23,50
10,13,13,0,0,4,30
11,14,14,0,0,7,30
12,15,15,0,0,10,30
13,16,16,0,0,13,30
14,17,17,0,0,16,30
15,18,18,0,0,19,30
16,19,19,0,0,22,30
17,20,20,0,1,1,30
18,21,21,0,1,4,30
19,22,22,0,1,7,30
20,23,23,0,1,10,30
20,23,23,10,1,14,30
21,24,24,10,1,17,30
21,24,24,20,1,21,30
4,8,10,0,0,1,50
7,7,9,0,0,2,50
8,8,10,0,0,5,50
8,12,10,0,0,9,50
9,13,11,0,0,12,50
10,14,12,0,0,15,50
11,15,13,0,0,18,50
12,16,14,0,0,21,50
13,17,15,0,1,0,50
13,17,15,10,1,4,50
14,18,16,10,1,7,50
14,18,16,20,1,11,50
14,18,16,30,1,15,50
15,19,17,30,1,18,50
15,19,17,40,1,22,50
7,10,9,0,0,2,50
8,11,10,0,0,5,50
9,12,11,0,0,8,50
10,13,12,0,0,11,50
11,14,13,0,0,14,50
12,15,14,0,0,17,50
13,16,15,0,0,20,50
14,17,16,0,0,23,50
15,18,17,0,1,2,50
15,18,17,10,1,6,50
15,18,17,20,1,10,50
16,19,18,20,1,13,50
16,19,18,30,1,17,50
16,19,18,40,1,21,50
6,8,7,0,0,2,50
7,9,8,0,0,5,50
8,10,9,0,0,8,50
9,11,10,0,0,11,50
10,12,11,0,0,14,50
11,13,12,0,0,17,50
12,14,13,0,0,20,50
13,15,14,0,0,23,50
11,13,16,20,1,5,50
11,13,16,30,1,9,50
12,14,17,30,1,12,50
12,14,17,40,1,16,50
12,14,17,50,1,20,50
13,15,18,50,1,23,50
5,7,10,0,0,1,60
7,9,8,0,0,3,60
8,10,9,0,0,6,60
9,11,10,0,0,9,60
10,12,11,0,0,12,60
11,13,12,0,0,15,60
12,14,13,0,0,18,60
13,15,14,0,0,21,60
12,14,17,10,1,2,60
12,14,17,20,1,6,60
